order_id,customer_id,customer_unique_id,customer_city,customer_state,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,total_payment_value,payment_count,max_installments,review_score,review_comment_title,review_comment_message
00335b686d693c7d72deeb12f8e89227,d96e5c4400413a11fa8c9fd54be4a20b,22b12c9c5bc6ba994b2423d87d3bb88a,vila velha,ES,delivered,2017-07-17 21:25:23,2017-07-19 03:45:26,2017-07-19 17:07:11,2017-09-12 20:58:45,2017-08-11 00:00:00,80.79,1,1,,,
00335f75ea6a4455b524a8dd177067f5,32b84239e3f3904ac162d832454770c7,a666bec8af192f2238a0b719a7063a00,rio de janeiro,RJ,delivered,2018-04-25 21:47:26,2018-04-25 22:10:29,2018-04-27 14:49:00,2018-05-03 22:16:51,2018-05-28 00:00:00,177.01,1,4,5,,
00337fe25a3780b3424d9ad7c5a4b35e,4b1b5c848616a4b5fa9d76cb1d12067b,3c857a6f7828bfb70fb712e2393cfd1b,sao paulo,SP,delivered,2017-09-25 17:39:29,2017-09-25 17:50:16,2017-09-26 22:31:51,2017-09-27 16:52:40,2017-10-10 00:00:00,139.68,1,1,5,,
003423b755b562962a6225a8de40d12e,18f1bb6325d50619d5c13b7a25b869fd,7e765e16bdd8cf6bb0dc7728e1294636,medeiros neto,BA,delivered,2018-07-08 11:28:17,2018-07-10 04:25:09,2018-07-13 15:00:00,2018-07-24 21:33:38,2018-08-08 00:00:00,261.33,1,1,3,,
00345f338696283410b7977d2e3efc89,3f9d223f86d2f243dd5a85fdc286c62a,93b592cbb89abbda7dc554c39add344e,mogi-guacu,SP,delivered,2018-08-20 11:06:46,2018-08-20 15:12:10,2018-08-21 13:18:00,2018-08-30 21:13:48,2018-09-11 00:00:00,67.34,1,1,5,,
0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,d56ded4569dd9821b2f83710a56afbde,sao paulo,SP,delivered,2017-08-17 00:57:23,2017-08-17 01:25:39,2017-08-22 15:33:53,2017-08-28 19:14:03,2017-09-06 00:00:00,99.11,1,8,5,,"Estou acostumada a comprar produtos pelo baratheon. Super confiável, transparência, qualidade e agilidade. Super recomendo."
0035c0b07126fe9c24a325216fb96064,c8c4991d84dbfef1f61c6152486db6d4,9392534851a5f1f12396b5f897f9f2ad,campinas,SP,delivered,2017-11-24 01:08:37,2017-11-24 01:29:45,2017-11-28 17:17:17,2017-12-07 16:59:21,2018-01-03 00:00:00,150.44,1,10,4,,
0035e6b7ade84b3f5b86bd49814793df,3a0cc7c9af6abf8868dad5a1de4a16e1,fdfa1cc68f121149d8fcc27ee96e134c,sao paulo,SP,delivered,2018-02-21 02:46:23,2018-02-21 07:10:40,2018-02-22 00:51:33,2018-02-26 16:49:02,2018-03-13 00:00:00,34.00,1,1,5,,
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,be03685420bb977861dda08f4b4088b3,bauru,SP,delivered,2018-07-19 14:58:59,2018-07-19 15:10:11,2018-08-07 07:45:00,2018-08-09 14:33:40,2018-08-20 00:00:00,203.03,1,1,2,Mesa com cavaletes ,"Demora absurda para entrega, dentro do prazo especificado por eles, mas ainda sim muito demorado!"
0036887767dea4bd43b1a88cd0d9477a,43bb6f9650ab2a7e6ef1c93168c4cfcf,6d151e185615942c0bc8cd9373471ad1,belo horizonte,MG,delivered,2017-10-13 00:04:49,2017-10-14 00:07:30,2017-10-17 12:56:45,2017-10-23 19:09:12,2017-11-01 00:00:00,423.63,1,3,5,,Muito satisfeita com a compra e com a empresa!
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,cd2fd2a38f5903eb2a7377b548e0bfdd,sao paulo,SP,delivered,2018-02-02 19:39:46,2018-02-02 19:50:27,2018-02-05 18:06:49,2018-02-26 21:36:00,2018-02-26 00:00:00,52.85,1,2,4,,
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,250b38e3586d512ece3671470c5d5f6d,rio de janeiro,RJ,delivered,2018-06-13 14:10:54,2018-06-15 02:37:21,2018-06-15 14:48:00,2018-06-19 13:34:35,2018-07-20 00:00:00,175.16,1,1,5,,
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,77971c2442b1adbbe0448409df2ea56a,maceio,AL,delivered,2018-07-06 10:37:32,2018-07-06 10:51:09,2018-07-07 09:15:00,2018-07-21 00:08:29,2018-08-03 00:00:00,203.23,1,2,5,Ótima qualidade,"Produto de ótima qualidade, sabor ótimo. Entregue antes do prazo"
003a7f59d7e08a9c61d9e2881fe6459c,f7838e5eeb3271df42376952e651e403,3725c5b8c1cf5ee69158f66922a862c4,brasilia,DF,delivered,2018-08-19 12:51:50,2018-08-20 11:49:46,2018-08-22 12:04:00,2018-08-27 22:32:15,2018-08-29 00:00:00,134.28,1,10,5,,
003a94f778ef8cfd50247c8c1b582257,da108bc410acffb1400cf9caea65a332,ffec490ab531184a483efe2eedd68908,campo grande,MS,delivered,2018-08-03 14:52:31,2018-08-03 15:05:14,2018-08-06 14:12:00,2018-08-24 00:18:38,2018-08-15 00:00:00,57.98,1,1,1,,
003cc6161d7a2593f2525cce0c330d32,7d9802889236ab8fc541bfb438978cd7,0c35f915ac95c942a535a99bc22524a8,sao paulo,SP,delivered,2018-08-03 19:33:35,2018-08-03 20:04:14,2018-08-06 15:02:00,2018-08-07 11:32:11,2018-08-08 00:00:00,97.90,1,4,5,Muito rápido a entrega! ,Amei o conj! Foi entregue rápido! O conj é perfeito 
003d0634280ff3d1d3a54459349a6899,cca819156e50623e9d3762ebeee308dc,2fe9477037604b2d6f60ffc998eb0812,barueri,SP,delivered,2018-03-17 17:50:30,2018-03-17 18:08:43,2018-03-23 19:24:35,2018-03-27 22:34:57,2018-03-29 00:00:00,228.89,1,1,3,,
003d804eef0e1b856881cd18e0cc0d4c,1c1bfb2cd4aa789067295941c42120ff,3f7fe16073dbdd44c23f327bab3def2c,imperatriz,MA,delivered,2017-11-17 19:43:10,2017-11-18 12:15:18,2017-11-21 22:38:54,2018-01-10 23:19:43,2017-12-18 00:00:00,312.74,1,3,4,,
003d9fc84ad902adf2265248b5ffe1a4,8c66482ec333eae596c93a9131981a9a,f26b89209f5378f95d8e664073b76419,sao paulo,SP,delivered,2018-08-19 19:43:01,2018-08-20 19:35:22,2018-08-22 10:06:00,2018-08-27 18:17:49,2018-09-05 00:00:00,94.74,1,3,4,,
